MGI_ID,Mouse_symbol,IMPC_viability_DR7.0,Link_IMPC
MGI:1202394,Gif,Viable,http://www.mousephenotype.org/data/genes/MGI:1202394
MGI:1202395,Mmp8,Viable,http://www.mousephenotype.org/data/genes/MGI:1202395
MGI:1202398,Kera,Viable,http://www.mousephenotype.org/data/genes/MGI:1202398
MGI:1202400,Supt5,Lethal,http://www.mousephenotype.org/data/genes/MGI:1202400
MGI:1202710,Art4,Viable,http://www.mousephenotype.org/data/genes/MGI:1202710
MGI:1202717,Psen1,Lethal,http://www.mousephenotype.org/data/genes/MGI:1202717
MGI:1202876,Tcf7l1,Lethal,http://www.mousephenotype.org/data/genes/MGI:1202876
MGI:1202879,Tcf7l2,Lethal,http://www.mousephenotype.org/data/genes/MGI:1202879
MGI:1202882,Rhd,Viable,http://www.mousephenotype.org/data/genes/MGI:1202882
MGI:1203727,Sema6a,Subviable,http://www.mousephenotype.org/data/genes/MGI:1203727
MGI:1203729,Pik3c2a,Lethal,http://www.mousephenotype.org/data/genes/MGI:1203729
MGI:1203732,Slc16a2,Viable,http://www.mousephenotype.org/data/genes/MGI:1203732
MGI:1206586,Bap1,Lethal,http://www.mousephenotype.org/data/genes/MGI:1206586
MGI:1261415,Sgpl1,Lethal,http://www.mousephenotype.org/data/genes/MGI:1261415
MGI:1261422,Naga,Viable,http://www.mousephenotype.org/data/genes/MGI:1261422
MGI:1261433,Endog,Viable,http://www.mousephenotype.org/data/genes/MGI:1261433
MGI:1261436,Tbx10,Viable,http://www.mousephenotype.org/data/genes/MGI:1261436
MGI:1261768,Stbd1,Viable,http://www.mousephenotype.org/data/genes/MGI:1261768
MGI:1261771,Rnf24,Viable,http://www.mousephenotype.org/data/genes/MGI:1261771
MGI:1261797,Cdkn2aipnl,Viable,http://www.mousephenotype.org/data/genes/MGI:1261797
MGI:1261811,Myo15,Viable,http://www.mousephenotype.org/data/genes/MGI:1261811
MGI:1261827,Dnmt3a,Subviable | Viable,http://www.mousephenotype.org/data/genes/MGI:1261827
MGI:1261831,Hap1,Lethal,http://www.mousephenotype.org/data/genes/MGI:1261831
MGI:1261834,Wnt2b,Viable,http://www.mousephenotype.org/data/genes/MGI:1261834
MGI:1261845,Esyt2,Viable,http://www.mousephenotype.org/data/genes/MGI:1261845
MGI:1261847,Vrk1,Lethal,http://www.mousephenotype.org/data/genes/MGI:1261847
MGI:1261856,Ankle2,Subviable,http://www.mousephenotype.org/data/genes/MGI:1261856
MGI:1261910,Pibf1,Lethal,http://www.mousephenotype.org/data/genes/MGI:1261910
MGI:1270128,Usp12,Viable,http://www.mousephenotype.org/data/genes/MGI:1270128
MGI:1270129,Dnaja1,Subviable,http://www.mousephenotype.org/data/genes/MGI:1270129
MGI:1270150,Fam3b,Viable,http://www.mousephenotype.org/data/genes/MGI:1270150
MGI:1270153,Zfp106,Viable,http://www.mousephenotype.org/data/genes/MGI:1270153
MGI:1270841,Cry1,Viable,http://www.mousephenotype.org/data/genes/MGI:1270841
MGI:1270847,Eif4ebp3,Viable,http://www.mousephenotype.org/data/genes/MGI:1270847
MGI:1270848,Rasd1,Viable,http://www.mousephenotype.org/data/genes/MGI:1270848
MGI:1270850,Slc6a2,Subviable,http://www.mousephenotype.org/data/genes/MGI:1270850
MGI:1270857,Prss40,Viable,http://www.mousephenotype.org/data/genes/MGI:1270857
MGI:1270860,Plscr2,Viable,http://www.mousephenotype.org/data/genes/MGI:1270860
MGI:1270861,Il12rb2,Viable,http://www.mousephenotype.org/data/genes/MGI:1270861
MGI:1270862,Axin2,Lethal,http://www.mousephenotype.org/data/genes/MGI:1270862
MGI:1270863,Prep,Lethal,http://www.mousephenotype.org/data/genes/MGI:1270863
MGI:1274784,Adgrv1,Viable,http://www.mousephenotype.org/data/genes/MGI:1274784
MGI:1274790,Alox12e,Viable,http://www.mousephenotype.org/data/genes/MGI:1274790
MGI:1276107,Mmp16,Viable,http://www.mousephenotype.org/data/genes/MGI:1276107
MGI:1276109,Cldn1,Lethal,http://www.mousephenotype.org/data/genes/MGI:1276109
MGI:1276523,Ncoa1,Viable,http://www.mousephenotype.org/data/genes/MGI:1276523
MGI:1276535,Ncoa3,Subviable,http://www.mousephenotype.org/data/genes/MGI:1276535
MGI:1276575,Ptdss1,Viable,http://www.mousephenotype.org/data/genes/MGI:1276575
MGI:1276578,Gfi1b,Lethal,http://www.mousephenotype.org/data/genes/MGI:1276578
MGI:1277096,Ptp4a1,Viable,http://www.mousephenotype.org/data/genes/MGI:1277096
MGI:1277106,Gpr33,Viable,http://www.mousephenotype.org/data/genes/MGI:1277106
MGI:1277116,Pde8a,Viable,http://www.mousephenotype.org/data/genes/MGI:1277116
MGI:1277122,Rcn3,Lethal,http://www.mousephenotype.org/data/genes/MGI:1277122
MGI:1277150,Ldlrad4,Viable,http://www.mousephenotype.org/data/genes/MGI:1277150
MGI:1277162,Cdk6,Viable,http://www.mousephenotype.org/data/genes/MGI:1277162
MGI:1277163,Vax1,Subviable,http://www.mousephenotype.org/data/genes/MGI:1277163
MGI:1277167,Adgra1,Subviable | Viable,http://www.mousephenotype.org/data/genes/MGI:1277167
MGI:1277171,Dcx,Viable,http://www.mousephenotype.org/data/genes/MGI:1277171
MGI:1277180,Ifi27,Viable,http://www.mousephenotype.org/data/genes/MGI:1277180
MGI:1277184,D1Ertd622e,Subviable,http://www.mousephenotype.org/data/genes/MGI:1277184
MGI:1277201,Col13a1,Viable,http://www.mousephenotype.org/data/genes/MGI:1277201
MGI:1277225,Cnih2,Viable,http://www.mousephenotype.org/data/genes/MGI:1277225
MGI:1277956,Pycr2,Viable,http://www.mousephenotype.org/data/genes/MGI:1277956
MGI:1277959,Dlg4,Viable,http://www.mousephenotype.org/data/genes/MGI:1277959
MGI:1277960,Patj,Viable,http://www.mousephenotype.org/data/genes/MGI:1277960
MGI:1277991,Dach1,Lethal,http://www.mousephenotype.org/data/genes/MGI:1277991
MGI:1278321,Epc2,Lethal,http://www.mousephenotype.org/data/genes/MGI:1278321
MGI:1278328,Dnpep,Viable,http://www.mousephenotype.org/data/genes/MGI:1278328
MGI:1278343,Nipsnap2,Viable,http://www.mousephenotype.org/data/genes/MGI:1278343
MGI:1289155,Trmt1,Subviable,http://www.mousephenotype.org/data/genes/MGI:1289155
MGI:1289160,Mpzl2,Viable,http://www.mousephenotype.org/data/genes/MGI:1289160
MGI:1289164,Ncaph2,Lethal,http://www.mousephenotype.org/data/genes/MGI:1289164
MGI:1289168,Cd300lg,Viable,http://www.mousephenotype.org/data/genes/MGI:1289168
MGI:1289184,Setd3,Viable,http://www.mousephenotype.org/data/genes/MGI:1289184
MGI:1289192,Fbxo36,Viable,http://www.mousephenotype.org/data/genes/MGI:1289192
MGI:1289227,Zwint,Lethal,http://www.mousephenotype.org/data/genes/MGI:1289227
MGI:1289257,Gpd1l,Viable,http://www.mousephenotype.org/data/genes/MGI:1289257
MGI:1289263,Ccdc39,Subviable,http://www.mousephenotype.org/data/genes/MGI:1289263
MGI:1289265,Tbc1d22a,Viable,http://www.mousephenotype.org/data/genes/MGI:1289265
MGI:1289288,Slc52a2,Lethal,http://www.mousephenotype.org/data/genes/MGI:1289288
MGI:1289298,Knstrn,Viable,http://www.mousephenotype.org/data/genes/MGI:1289298
MGI:1289302,Ccdc59,Lethal,http://www.mousephenotype.org/data/genes/MGI:1289302
MGI:1289332,Eipr1,Lethal,http://www.mousephenotype.org/data/genes/MGI:1289332
MGI:1298216,Crygs,Viable,http://www.mousephenotype.org/data/genes/MGI:1298216
MGI:1298224,Pip5k1c,Lethal,http://www.mousephenotype.org/data/genes/MGI:1298224
MGI:1298232,Gzmk,Viable,http://www.mousephenotype.org/data/genes/MGI:1298232
MGI:1298377,Itgae,Viable,http://www.mousephenotype.org/data/genes/MGI:1298377
MGI:1298381,Ddt,Viable,http://www.mousephenotype.org/data/genes/MGI:1298381
MGI:1298386,Tpd52l1,Viable,http://www.mousephenotype.org/data/genes/MGI:1298386
MGI:1298393,Sh3pxd2a,Lethal,http://www.mousephenotype.org/data/genes/MGI:1298393
MGI:1306779,Ccl22,Subviable,http://www.mousephenotype.org/data/genes/MGI:1306779
MGI:1306801,Pcdh9,Subviable,http://www.mousephenotype.org/data/genes/MGI:1306801
MGI:1306803,Lhx6,Subviable,http://www.mousephenotype.org/data/genes/MGI:1306803
MGI:1306812,Zfp239,Viable,http://www.mousephenotype.org/data/genes/MGI:1306812
MGI:1306822,Dnajb3,Viable,http://www.mousephenotype.org/data/genes/MGI:1306822
MGI:1309453,Sart1,Lethal,http://www.mousephenotype.org/data/genes/MGI:1309453
MGI:1309468,Casq1,Viable,http://www.mousephenotype.org/data/genes/MGI:1309468
MGI:1309469,Casq2,Lethal,http://www.mousephenotype.org/data/genes/MGI:1309469
MGI:1309478,Baz1a,Viable,http://www.mousephenotype.org/data/genes/MGI:1309478
MGI:1309480,Rtf1,Lethal,http://www.mousephenotype.org/data/genes/MGI:1309480
MGI:1309511,Cdc7,Lethal,http://www.mousephenotype.org/data/genes/MGI:1309511
MGI:1309515,Gsta4,Viable,http://www.mousephenotype.org/data/genes/MGI:1309515
MGI:1309993,Krt31,Viable,http://www.mousephenotype.org/data/genes/MGI:1309993
MGI:1309999,Prkx,Viable,http://www.mousephenotype.org/data/genes/MGI:1309999
MGI:1312922,Casp12,Viable,http://www.mousephenotype.org/data/genes/MGI:1312922
MGI:1313259,Slfn1,Viable,http://www.mousephenotype.org/data/genes/MGI:1313259
MGI:1313261,Sptbn2,Viable,http://www.mousephenotype.org/data/genes/MGI:1313261
MGI:1313271,Stk16,Viable,http://www.mousephenotype.org/data/genes/MGI:1313271
MGI:1313286,Eif2b3,Lethal,http://www.mousephenotype.org/data/genes/MGI:1313286
MGI:1314872,Hipk2,Subviable,http://www.mousephenotype.org/data/genes/MGI:1314872
MGI:1314884,Tnfrsf1a,Viable,http://www.mousephenotype.org/data/genes/MGI:1314884
MGI:1315192,Lrrc23,Viable,http://www.mousephenotype.org/data/genes/MGI:1315192
MGI:1315195,Emg1,Lethal,http://www.mousephenotype.org/data/genes/MGI:1315195
MGI:1315201,Grcc10,Subviable,http://www.mousephenotype.org/data/genes/MGI:1315201
MGI:1315203,Slit1,Viable,http://www.mousephenotype.org/data/genes/MGI:1315203
MGI:1315204,Slc40a1,Lethal,http://www.mousephenotype.org/data/genes/MGI:1315204
MGI:1315208,P3h3,Viable,http://www.mousephenotype.org/data/genes/MGI:1315208
MGI:1316648,Ahnak,Subviable,http://www.mousephenotype.org/data/genes/MGI:1316648
MGI:1316652,Prmt2,Viable,http://www.mousephenotype.org/data/genes/MGI:1316652
MGI:1316658,Cyba,Viable,http://www.mousephenotype.org/data/genes/MGI:1316658
MGI:1316660,Cacng2,Viable,http://www.mousephenotype.org/data/genes/MGI:1316660
MGI:1316678,Rad1,Lethal,http://www.mousephenotype.org/data/genes/MGI:1316678
MGI:1316714,Cox7a1,Viable,http://www.mousephenotype.org/data/genes/MGI:1316714
MGI:1316727,Gspt2,Viable,http://www.mousephenotype.org/data/genes/MGI:1316727
MGI:1316742,Lgals7,Viable,http://www.mousephenotype.org/data/genes/MGI:1316742
MGI:1321151,Ptpru,Viable,http://www.mousephenotype.org/data/genes/MGI:1321151
MGI:1321161,Ppp2cb,Subviable,http://www.mousephenotype.org/data/genes/MGI:1321161
MGI:1321389,Vamp3,Subviable,http://www.mousephenotype.org/data/genes/MGI:1321389
MGI:1321393,Timeless,Lethal,http://www.mousephenotype.org/data/genes/MGI:1321393
MGI:1321394,Gdf2,Viable,http://www.mousephenotype.org/data/genes/MGI:1321394
MGI:1321402,Lcp2,Lethal,http://www.mousephenotype.org/data/genes/MGI:1321402
MGI:1328316,Cd83,Viable,http://www.mousephenotype.org/data/genes/MGI:1328316
MGI:1328317,Trex1,Viable,http://www.mousephenotype.org/data/genes/MGI:1328317
MGI:1328326,Wisp2,Viable,http://www.mousephenotype.org/data/genes/MGI:1328326
MGI:1328337,Orc1,Lethal,http://www.mousephenotype.org/data/genes/MGI:1328337
MGI:1328356,Rad9a,Lethal,http://www.mousephenotype.org/data/genes/MGI:1328356
MGI:1328357,Unc119,Viable,http://www.mousephenotype.org/data/genes/MGI:1328357
MGI:1328360,Arid3a,Lethal,http://www.mousephenotype.org/data/genes/MGI:1328360
MGI:1328366,Smarcb1,Lethal,http://www.mousephenotype.org/data/genes/MGI:1328366
MGI:1328368,Cdk9,Lethal,http://www.mousephenotype.org/data/genes/MGI:1328368
MGI:1329010,Slfn4,Viable,http://www.mousephenotype.org/data/genes/MGI:1329010
MGI:1329016,Sel1l,Lethal,http://www.mousephenotype.org/data/genes/MGI:1329016
MGI:1329021,Msh5,Viable,http://www.mousephenotype.org/data/genes/MGI:1329021
MGI:1329045,Tulp3,Lethal,http://www.mousephenotype.org/data/genes/MGI:1329045
MGI:1330237,Sprr3,Viable,http://www.mousephenotype.org/data/genes/MGI:1330237
MGI:1330238,Dpm2,Lethal,http://www.mousephenotype.org/data/genes/MGI:1330238
MGI:1330239,Dpm1,Lethal,http://www.mousephenotype.org/data/genes/MGI:1330239
MGI:1330288,Hyal3,Viable,http://www.mousephenotype.org/data/genes/MGI:1330288
MGI:1330290,Ovol1,Subviable,http://www.mousephenotype.org/data/genes/MGI:1330290
MGI:1330294,Hnrnpab,Subviable,http://www.mousephenotype.org/data/genes/MGI:1330294
MGI:1330302,Dyrk1b,Lethal,http://www.mousephenotype.org/data/genes/MGI:1330302
MGI:1330305,Trpm1,Viable,http://www.mousephenotype.org/data/genes/MGI:1330305
MGI:1330823,Slc25a14,Viable,http://www.mousephenotype.org/data/genes/MGI:1330823
MGI:1330826,Atp9a,Viable,http://www.mousephenotype.org/data/genes/MGI:1330826
MGI:1330838,Lgmn,Viable,http://www.mousephenotype.org/data/genes/MGI:1330838
MGI:1330842,Rasal1,Viable,http://www.mousephenotype.org/data/genes/MGI:1330842
MGI:1330861,Dclk1,Viable,http://www.mousephenotype.org/data/genes/MGI:1330861
MGI:1332234,Zfp148,Lethal,http://www.mousephenotype.org/data/genes/MGI:1332234
MGI:1332236,Cds2,Lethal,http://www.mousephenotype.org/data/genes/MGI:1332236
MGI:1332238,Bcl7b,Viable,http://www.mousephenotype.org/data/genes/MGI:1332238
MGI:1333745,Snapin,Lethal,http://www.mousephenotype.org/data/genes/MGI:1333745
MGI:1333776,Ahrr,Viable,http://www.mousephenotype.org/data/genes/MGI:1333776
MGI:1333777,Aqp3,Viable,http://www.mousephenotype.org/data/genes/MGI:1333777
MGI:1333782,Pld3,Viable,http://www.mousephenotype.org/data/genes/MGI:1333782
MGI:1333794,Mrpl22,Lethal,http://www.mousephenotype.org/data/genes/MGI:1333794
MGI:1333797,Ccr6,Viable,http://www.mousephenotype.org/data/genes/MGI:1333797
MGI:1333800,Il18bp,Viable,http://www.mousephenotype.org/data/genes/MGI:1333800
MGI:1333811,Mbd1,Viable,http://www.mousephenotype.org/data/genes/MGI:1333811
MGI:1333813,Mbd2,Viable,http://www.mousephenotype.org/data/genes/MGI:1333813
MGI:1333853,Hs3st3b1,Viable,http://www.mousephenotype.org/data/genes/MGI:1333853
MGI:1333856,Klf9,Viable,http://www.mousephenotype.org/data/genes/MGI:1333856
MGI:1333863,Pde3b,Viable,http://www.mousephenotype.org/data/genes/MGI:1333863
MGI:1333865,Rfxank,Viable,http://www.mousephenotype.org/data/genes/MGI:1333865
MGI:1333877,Gpr50,Viable,http://www.mousephenotype.org/data/genes/MGI:1333877
MGI:1334419,Cd5l,Viable,http://www.mousephenotype.org/data/genes/MGI:1334419
MGI:1334448,Aspm,Viable,http://www.mousephenotype.org/data/genes/MGI:1334448
MGI:1335088,Pstpip2,Viable,http://www.mousephenotype.org/data/genes/MGI:1335088
MGI:1336153,Prkag2,Viable,http://www.mousephenotype.org/data/genes/MGI:1336153
MGI:1336155,Lss,Lethal,http://www.mousephenotype.org/data/genes/MGI:1336155
MGI:1336166,Cflar,Lethal,http://www.mousephenotype.org/data/genes/MGI:1336166
MGI:1336167,Prkab1,Subviable | Viable,http://www.mousephenotype.org/data/genes/MGI:1336167
MGI:1336173,Prkaa2,Viable,http://www.mousephenotype.org/data/genes/MGI:1336173
MGI:1336185,Prkab2,Subviable,http://www.mousephenotype.org/data/genes/MGI:1336185
MGI:1336186,Agpat3,Subviable,http://www.mousephenotype.org/data/genes/MGI:1336186
MGI:1336187,Slc22a8,Viable,http://www.mousephenotype.org/data/genes/MGI:1336187
MGI:1336205,Fkbp1b,Viable,http://www.mousephenotype.org/data/genes/MGI:1336205
MGI:1336208,Kcnab3,Viable,http://www.mousephenotype.org/data/genes/MGI:1336208
MGI:1336209,Trappc10,Viable,http://www.mousephenotype.org/data/genes/MGI:1336209
MGI:1336879,Fkbp7,Viable,http://www.mousephenotype.org/data/genes/MGI:1336879
MGI:1336880,Eftud2,Lethal,http://www.mousephenotype.org/data/genes/MGI:1336880
MGI:1336882,Vamp8,Viable,http://www.mousephenotype.org/data/genes/MGI:1336882
MGI:1336885,Cd84,Viable,http://www.mousephenotype.org/data/genes/MGI:1336885
MGI:1336891,Slc6a20b,Viable,http://www.mousephenotype.org/data/genes/MGI:1336891
MGI:1336894,Mocs2,Lethal,http://www.mousephenotype.org/data/genes/MGI:1336894
MGI:1336993,Ap4e1,Viable | Subviable,http://www.mousephenotype.org/data/genes/MGI:1336993
MGI:1337006,Hapln1,Lethal,http://www.mousephenotype.org/data/genes/MGI:1337006
MGI:1337060,Ap3s2,Viable,http://www.mousephenotype.org/data/genes/MGI:1337060
MGI:1337062,Ap3s1,Viable,http://www.mousephenotype.org/data/genes/MGI:1337062
MGI:1337063,Ap4m1,Viable,http://www.mousephenotype.org/data/genes/MGI:1337063
MGI:1337100,Wdr1,Lethal,http://www.mousephenotype.org/data/genes/MGI:1337100
MGI:1337104,Eya4,Lethal,http://www.mousephenotype.org/data/genes/MGI:1337104
MGI:1337113,P2rx6,Viable,http://www.mousephenotype.org/data/genes/MGI:1337113
MGI:1337120,Slc7a7,Subviable,http://www.mousephenotype.org/data/genes/MGI:1337120
MGI:1337131,Rev3l,Lethal,http://www.mousephenotype.org/data/genes/MGI:1337131
MGI:1338002,Gdap1,Viable,http://www.mousephenotype.org/data/genes/MGI:1338002
MGI:1338011,Auh,Viable,http://www.mousephenotype.org/data/genes/MGI:1338011
MGI:1338015,Sort1,Subviable,http://www.mousephenotype.org/data/genes/MGI:1338015
MGI:1338017,Bex2,Viable,http://www.mousephenotype.org/data/genes/MGI:1338017
MGI:1338024,Mapk11,Viable,http://www.mousephenotype.org/data/genes/MGI:1338024
MGI:1338027,Gdf11,Lethal,http://www.mousephenotype.org/data/genes/MGI:1338027
MGI:1338035,Itgb8,Lethal,http://www.mousephenotype.org/data/genes/MGI:1338035
MGI:1338042,Pcdh10,Viable,http://www.mousephenotype.org/data/genes/MGI:1338042
MGI:1338049,Itsn2,Viable,http://www.mousephenotype.org/data/genes/MGI:1338049
MGI:1338071,Ikbkb,Subviable,http://www.mousephenotype.org/data/genes/MGI:1338071
MGI:1338755,Rnd2,Viable,http://www.mousephenotype.org/data/genes/MGI:1338755
MGI:1338756,Theg,Viable,http://www.mousephenotype.org/data/genes/MGI:1338756
MGI:1338759,Sec22b,Lethal,http://www.mousephenotype.org/data/genes/MGI:1338759
MGI:1338803,Aire,Viable,http://www.mousephenotype.org/data/genes/MGI:1338803
MGI:1338820,Bmp10,Lethal,http://www.mousephenotype.org/data/genes/MGI:1338820
MGI:1338850,Mthfd2,Subviable,http://www.mousephenotype.org/data/genes/MGI:1338850
MGI:1338859,P2rx4,Viable,http://www.mousephenotype.org/data/genes/MGI:1338859
MGI:1338871,Btrc,Viable,http://www.mousephenotype.org/data/genes/MGI:1338871
MGI:1338881,St14,Lethal,http://www.mousephenotype.org/data/genes/MGI:1338881
MGI:1338883,Gfpt2,Viable,http://www.mousephenotype.org/data/genes/MGI:1338883
MGI:1338888,Il18rap,Viable,http://www.mousephenotype.org/data/genes/MGI:1338888
MGI:1338890,Cacna2d3,Viable,http://www.mousephenotype.org/data/genes/MGI:1338890
MGI:1338891,Padi3,Viable,http://www.mousephenotype.org/data/genes/MGI:1338891
MGI:1338892,Padi2,Subviable,http://www.mousephenotype.org/data/genes/MGI:1338892
MGI:1338944,Acvr1b,Lethal,http://www.mousephenotype.org/data/genes/MGI:1338944
MGI:1339365,S1pr3,Viable,http://www.mousephenotype.org/data/genes/MGI:1339365
MGI:1339467,S100a6,Subviable,http://www.mousephenotype.org/data/genes/MGI:1339467
MGI:1339711,Myh1,Viable,http://www.mousephenotype.org/data/genes/MGI:1339711
MGI:1339755,Csf3r,Subviable,http://www.mousephenotype.org/data/genes/MGI:1339755
MGI:1339795,Smc3,Lethal,http://www.mousephenotype.org/data/genes/MGI:1339795
MGI:1339949,Adamts4,Viable,http://www.mousephenotype.org/data/genes/MGI:1339949
MGI:1339957,P2rx7,Viable,http://www.mousephenotype.org/data/genes/MGI:1339957
MGI:1339968,Cth,Viable,http://www.mousephenotype.org/data/genes/MGI:1339968
MGI:1339969,Gja10,Viable,http://www.mousephenotype.org/data/genes/MGI:1339969
MGI:1339972,Bhmt,Viable,http://www.mousephenotype.org/data/genes/MGI:1339972
MGI:1339975,Pak1,Viable,http://www.mousephenotype.org/data/genes/MGI:1339975
MGI:1339998,Efemp1,Viable,http://www.mousephenotype.org/data/genes/MGI:1339998
MGI:1340024,Aldh1l1,Viable,http://www.mousephenotype.org/data/genes/MGI:1340024
MGI:1340031,Nfkbil1,Viable,http://www.mousephenotype.org/data/genes/MGI:1340031
MGI:1340045,Zfp207,Lethal,http://www.mousephenotype.org/data/genes/MGI:1340045
MGI:1340094,Cxcl2,Viable,http://www.mousephenotype.org/data/genes/MGI:1340094
MGI:1340806,Parp1,Subviable,http://www.mousephenotype.org/data/genes/MGI:1340806
MGI:1341098,Chil4,Viable,http://www.mousephenotype.org/data/genes/MGI:1341098
MGI:1341155,Gldc,Lethal,http://www.mousephenotype.org/data/genes/MGI:1341155
MGI:1341157,Sox30,Viable,http://www.mousephenotype.org/data/genes/MGI:1341157
MGI:1341204,Aqp6,Viable,http://www.mousephenotype.org/data/genes/MGI:1341204
MGI:1341272,Col14a1,Viable,http://www.mousephenotype.org/data/genes/MGI:1341272
MGI:1341297,Dapk2,Viable,http://www.mousephenotype.org/data/genes/MGI:1341297
MGI:1341430,Myom1,Viable,http://www.mousephenotype.org/data/genes/MGI:1341430
MGI:1341628,Atrn,Viable,http://www.mousephenotype.org/data/genes/MGI:1341628
MGI:1341723,Kcnh3,Viable,http://www.mousephenotype.org/data/genes/MGI:1341723
MGI:1341724,Ggps1,Lethal,http://www.mousephenotype.org/data/genes/MGI:1341724
MGI:1341796,Pla2g2d,Viable,http://www.mousephenotype.org/data/genes/MGI:1341796
MGI:1341799,Ndrg1,Viable,http://www.mousephenotype.org/data/genes/MGI:1341799
MGI:1341818,Cnga3,Viable,http://www.mousephenotype.org/data/genes/MGI:1341818
MGI:1341828,St6galnac3,Viable,http://www.mousephenotype.org/data/genes/MGI:1341828
MGI:1341859,Gstz1,Viable,http://www.mousephenotype.org/data/genes/MGI:1341859
MGI:1341868,Rfc2,Lethal,http://www.mousephenotype.org/data/genes/MGI:1341868
MGI:1341878,Ehd1,Subviable,http://www.mousephenotype.org/data/genes/MGI:1341878
MGI:1341898,Nmur1,Viable,http://www.mousephenotype.org/data/genes/MGI:1341898
MGI:1341907,Fjx1,Viable,http://www.mousephenotype.org/data/genes/MGI:1341907
MGI:1342005,Mthfd1,Lethal,http://www.mousephenotype.org/data/genes/MGI:1342005
MGI:1342273,Gsto1,Viable,http://www.mousephenotype.org/data/genes/MGI:1342273
MGI:1342276,Mfap4,Viable,http://www.mousephenotype.org/data/genes/MGI:1342276
MGI:1342278,Unc13b,Subviable,http://www.mousephenotype.org/data/genes/MGI:1342278
MGI:1342279,Aicda,Viable,http://www.mousephenotype.org/data/genes/MGI:1342279
MGI:1342286,Flii,Lethal,http://www.mousephenotype.org/data/genes/MGI:1342286
MGI:1342294,Uri1,Viable,http://www.mousephenotype.org/data/genes/MGI:1342294
MGI:1342296,Stxbp4,Viable,http://www.mousephenotype.org/data/genes/MGI:1342296
MGI:1342542,Ikzf3,Viable,http://www.mousephenotype.org/data/genes/MGI:1342542
MGI:1342770,Lrrfip1,Subviable,http://www.mousephenotype.org/data/genes/MGI:1342770
MGI:1343044,Rbmx,Viable,http://www.mousephenotype.org/data/genes/MGI:1343044
MGI:1343050,Tnfrsf17,Viable,http://www.mousephenotype.org/data/genes/MGI:1343050
MGI:1343053,Actl7b,Viable,http://www.mousephenotype.org/data/genes/MGI:1343053
MGI:1343085,Spop,Lethal,http://www.mousephenotype.org/data/genes/MGI:1343085
MGI:1343086,Pkig,Viable,http://www.mousephenotype.org/data/genes/MGI:1343086
MGI:1343091,Hdac3,Lethal,http://www.mousephenotype.org/data/genes/MGI:1343091
MGI:1343094,Kat2b,Viable,http://www.mousephenotype.org/data/genes/MGI:1343094
MGI:1343124,Hpse,Viable,http://www.mousephenotype.org/data/genes/MGI:1343124
MGI:1343139,Ikzf4,Viable,http://www.mousephenotype.org/data/genes/MGI:1343139
MGI:1343142,Arpc1b,Viable,http://www.mousephenotype.org/data/genes/MGI:1343142
MGI:1343154,Dctn6,Lethal,http://www.mousephenotype.org/data/genes/MGI:1343154
MGI:1343161,Snf8,Lethal,http://www.mousephenotype.org/data/genes/MGI:1343161
MGI:1343166,Klk6,Viable,http://www.mousephenotype.org/data/genes/MGI:1343166
MGI:1343177,Calcoco2,Viable,http://www.mousephenotype.org/data/genes/MGI:1343177
MGI:1343180,Vgf,Viable,http://www.mousephenotype.org/data/genes/MGI:1343180
MGI:1343184,Samd9l,Viable,http://www.mousephenotype.org/data/genes/MGI:1343184
MGI:1343458,Trip6,Viable,http://www.mousephenotype.org/data/genes/MGI:1343458
MGI:1343489,Mpdz,Viable,http://www.mousephenotype.org/data/genes/MGI:1343489
MGI:1343498,Edar,Subviable,http://www.mousephenotype.org/data/genes/MGI:1343498
MGI:1344341,Car14,Viable,http://www.mousephenotype.org/data/genes/MGI:1344341
MGI:1344349,Rnf216,Viable,http://www.mousephenotype.org/data/genes/MGI:1344349
MGI:1344351,Dlg2,Viable,http://www.mousephenotype.org/data/genes/MGI:1344351
MGI:1344353,Katna1,Subviable,http://www.mousephenotype.org/data/genes/MGI:1344353
MGI:1344360,Hcst,Viable,http://www.mousephenotype.org/data/genes/MGI:1344360
MGI:1344361,Arih2,Lethal,http://www.mousephenotype.org/data/genes/MGI:1344361
MGI:1344367,Grem2,Subviable,http://www.mousephenotype.org/data/genes/MGI:1344367
MGI:1344370,Ndufc2,Viable,http://www.mousephenotype.org/data/genes/MGI:1344370
MGI:1344371,Nek3,Viable,http://www.mousephenotype.org/data/genes/MGI:1344371
MGI:1344380,Chd4,Lethal,http://www.mousephenotype.org/data/genes/MGI:1344380
MGI:1344388,Natd1,Viable,http://www.mousephenotype.org/data/genes/MGI:1344388
MGI:1344390,Oasl2,Viable,http://www.mousephenotype.org/data/genes/MGI:1344390
MGI:1344394,Lamc3,Viable,http://www.mousephenotype.org/data/genes/MGI:1344394
MGI:1344395,Chd3,Viable,http://www.mousephenotype.org/data/genes/MGI:1344395
MGI:1344401,Rnf144a,Viable,http://www.mousephenotype.org/data/genes/MGI:1344401
MGI:1344408,Pebp1,Viable,http://www.mousephenotype.org/data/genes/MGI:1344408
MGI:1344414,Sra1,Viable,http://www.mousephenotype.org/data/genes/MGI:1344414
MGI:1344416,Ash2l,Lethal,http://www.mousephenotype.org/data/genes/MGI:1344416
MGI:1344418,Cib1,Viable,http://www.mousephenotype.org/data/genes/MGI:1344418
MGI:1344588,Lypla1,Viable,http://www.mousephenotype.org/data/genes/MGI:1344588
